,trope,Romance,Comedy,Action,Adventure,Horror,Thriller,Crime,Drama,History,Mystery,War,Science Fiction,TV Movie,Fantasy,Music,Family,Documentary,Western,Animation
277,Disownedadaptation,4,24,54,42,31,33,9,16,1,8,1,56,3,22,0,12,0,1,2
278,DodgeThis,1,5,18,14,6,12,1,2,0,1,0,12,0,2,0,0,1,0,0
279,DoesntTrustThoseGuys,1,2,5,4,2,2,2,5,0,0,1,3,0,4,0,0,0,1,1
280,DumbBlonde,42,107,25,17,28,10,19,40,0,9,0,15,7,12,8,10,0,2,1
281,DyingDeclarationOfLove,9,16,21,21,7,14,8,20,0,5,0,15,0,6,2,0,0,2,1
282,DyingSpeech,1,5,22,16,4,13,4,11,1,4,2,15,0,1,1,1,0,1,1
283,DystopiaJustifiesTheMeans,0,2,7,6,2,1,1,0,0,0,0,4,0,2,0,0,0,0,0
284,EagleLand,4,16,13,15,7,6,2,16,6,0,4,8,0,8,3,2,1,0,0
285,Eagleland,9,57,43,30,10,25,18,52,9,10,11,26,2,13,3,1,2,4,0
286,EatsBabies,2,8,3,6,16,4,3,7,3,1,3,3,1,7,1,5,1,0,1
287,EiffelTowerEffect,24,47,52,43,12,34,26,56,7,8,5,23,1,16,7,11,2,1,3
288,ElaborateUndergroundBase,3,24,54,37,12,25,11,9,1,4,2,37,0,9,0,10,4,0,1
289,EmbarrassingInitials,0,4,4,4,1,1,1,0,0,0,0,2,0,1,0,1,0,0,0
290,Empath,0,1,8,7,1,1,0,0,0,0,0,7,0,1,0,0,0,0,0
291,EndingFatigue,8,23,35,36,13,20,14,26,3,6,1,25,2,20,3,8,0,4,1
292,EnemyMine,10,52,132,78,28,57,31,58,17,9,17,69,6,34,2,10,1,14,4
293,EqualOpportunityOffender,0,7,3,3,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0
294,EverythingsBetterWithSpinning,4,7,39,34,2,7,2,11,0,4,0,33,0,17,3,7,1,0,1
295,EverythingsBetterwithSpinning,0,3,14,13,0,1,0,0,0,1,0,12,0,1,0,2,1,0,1
296,EverythingsEvenWorseWithSharks,2,6,19,16,16,16,3,6,0,0,0,11,2,5,1,2,1,0,1
297,EverythingsWorseWithSharks,2,6,17,14,15,13,1,5,0,0,0,10,2,4,1,2,0,0,1
298,EvilPlan,12,55,150,127,42,85,31,30,1,18,0,88,3,54,1,27,3,2,7
299,ExplainExplainOhCrap,3,47,41,38,8,19,12,18,4,3,3,33,0,15,4,18,1,0,2
300,FakeOutOpening,11,32,29,29,12,20,16,23,2,8,0,15,2,9,5,8,3,1,2
301,FakeoutOpening,5,20,22,20,9,13,14,11,1,5,0,12,0,6,4,7,1,0,2
302,FallenOnHardTimesJob,19,45,17,12,4,7,10,47,4,3,5,7,2,5,8,7,4,2,1
303,FalseInnocenceTrick,0,2,5,4,3,3,0,1,0,0,0,4,0,1,0,0,0,0,0
304,FauxAffablyEvil,26,124,189,119,124,205,135,183,22,55,24,72,7,67,2,37,7,20,11
305,FedToTheBeast,3,9,24,24,6,10,7,6,1,2,0,12,1,10,0,2,2,0,0
306,FedtotheBeast,0,6,17,18,3,8,1,3,0,1,0,6,0,8,0,1,0,0,0
307,FightSceneFailure,0,9,23,17,6,7,5,9,2,0,0,16,0,1,0,3,0,0,0
308,FilmsOf20002004,165,346,190,111,133,228,144,432,44,79,35,87,29,85,40,74,27,9,10
309,FinalBattle,5,24,145,108,12,41,20,36,7,5,10,74,2,41,3,8,1,8,1
310,FirstNameBasis,12,27,28,20,12,18,11,28,3,6,4,18,1,7,3,11,0,1,1
311,FiveManBand,7,48,56,40,10,17,16,31,4,6,7,28,5,18,4,9,0,7,4
312,FlatWhat,14,36,38,33,10,17,10,19,1,5,2,24,0,16,2,7,2,1,2
313,ForeignSoundingGibberish,5,29,26,22,2,16,5,17,3,3,7,14,0,2,4,6,0,4,0
314,FreezeFrameBonus,29,160,174,148,102,115,47,113,8,55,12,135,8,86,15,45,5,2,7
315,FrenchAccordion,2,6,1,1,0,0,1,3,0,1,0,0,0,2,0,1,1,0,1
316,FreudianExcuse,58,145,92,52,108,137,85,218,15,56,13,36,9,50,11,37,3,8,6
317,FriendlessBackground,11,21,14,13,3,8,4,17,1,2,0,11,0,9,4,5,0,2,3
318,FunWithAcronyms,11,76,49,33,12,20,22,30,2,12,4,41,4,11,4,17,4,2,3
319,FutureCopter,0,3,9,4,2,5,1,4,0,1,0,12,0,1,1,0,0,0,0
320,GatlingGood,1,19,95,51,11,37,13,19,4,3,9,37,0,14,0,4,0,16,1
321,GayParee,21,24,11,7,2,11,8,23,2,4,0,2,2,6,7,4,0,0,1
322,GodNeverSaidThat,0,3,17,18,1,3,2,0,0,2,0,14,0,5,0,1,0,0,1
323,GoldenMeanFallacy,0,3,3,2,0,1,1,6,3,0,3,1,1,0,0,0,0,0,0
324,GonnaFlyNowMontage,3,7,19,12,1,8,6,25,3,0,1,9,1,3,2,5,2,0,0
325,GoodCannotComprehendEvil,3,7,13,14,3,5,5,12,3,1,2,6,3,6,0,6,1,1,0
326,GoodIsImpotent,0,5,4,4,2,1,2,3,1,0,0,3,0,3,0,2,0,1,2
327,GoodPeopleHaveGoodSex,23,36,20,8,11,20,20,45,5,2,3,9,1,6,3,1,1,1,3
328,GratuitousSpanish,10,32,25,14,10,12,10,18,4,5,2,8,1,13,4,9,1,6,1
329,GroinAttack,70,396,346,171,175,220,171,209,20,55,15,142,11,95,16,63,10,21,12
330,GunsAkimbo,10,64,199,63,27,96,98,61,6,7,8,47,5,16,0,7,1,24,0
331,HandSignals,6,21,40,28,5,20,6,14,4,1,6,23,0,6,1,1,0,2,0
332,HandWave,19,44,72,72,29,39,13,30,1,12,3,66,0,32,4,22,0,0,3
333,HardWorkMontage,17,36,28,24,13,18,17,50,7,5,4,27,2,9,10,11,4,4,1
334,HateSink,35,127,123,74,106,107,72,160,21,27,24,55,5,39,15,34,6,6,2
335,HaveIMentionedIAmHeteroSexualToday,2,11,6,7,3,5,1,4,1,1,2,3,0,3,1,0,0,0,0
336,HaveIMentionedIAmHeterosexualToday,11,33,11,9,5,7,4,14,2,1,3,5,1,4,3,0,1,0,0
337,HaveIMentionedThatIAmHeterosexualToday,2,11,6,7,3,5,1,4,1,1,2,3,0,3,1,0,0,0,0
338,HeartIsAnAwesomePower,5,12,18,19,0,1,0,4,0,0,0,10,0,14,0,4,0,1,0
339,HeroInsurance,4,22,53,31,2,22,18,10,0,5,1,23,0,6,1,4,0,1,0
340,HeroWithBadPublicity,7,20,41,24,12,24,12,26,3,8,2,19,1,17,1,6,1,4,1
341,HilarityInZoos,1,6,2,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1
342,HiroshimaAsAUnitOfMeasure,1,5,9,6,1,5,0,5,1,0,3,8,0,1,0,0,3,0,0
343,HobbesWasRight,2,2,6,10,2,2,0,6,2,0,1,4,0,2,0,1,0,1,0
344,HomegrownHero,0,2,17,8,5,12,1,6,3,3,3,6,0,3,0,1,0,0,0
345,HometownHero,0,4,17,8,5,12,1,7,3,3,3,6,0,3,0,3,0,0,0
346,HornAttack,0,1,3,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
347,HypocriticalHumor,81,286,106,102,42,63,77,140,19,16,15,56,2,41,18,46,6,10,4
348,INAWORLD,1,7,6,4,4,4,2,2,0,0,0,3,0,4,0,0,0,1,0
349,IfWeGetThroughThis,0,3,6,7,2,4,0,6,2,0,4,2,0,2,0,0,0,1,0
350,ImADoctorNotAPlaceholder,1,14,21,24,3,9,5,5,0,5,0,14,1,6,1,0,1,2,1
351,ImColdSoCold,6,11,14,14,7,12,6,15,1,3,4,7,0,7,1,1,0,3,1
352,ImNotAHeroIm,0,3,5,6,0,4,3,4,2,0,0,2,0,4,0,2,0,0,0
353,ImpaledWithExtremePrejudice,16,67,211,116,177,151,45,90,12,37,19,75,4,68,4,7,3,6,3
354,ImperialStormtrooperMarksmanshipAcademy,11,71,167,90,18,77,64,53,10,12,20,56,3,22,6,7,3,20,5
355,InAWorld,1,10,9,6,4,5,3,2,0,0,0,5,1,4,0,1,0,1,0
356,InformedAbility,34,57,73,47,18,48,33,59,7,8,5,40,6,35,6,14,0,7,2
357,InsultMisfire,2,4,3,4,0,1,1,3,0,1,0,1,0,1,0,2,0,1,0
358,InterchangeableAsianCultures,7,25,30,17,2,16,14,22,0,1,1,9,0,6,2,7,1,2,2
359,Irony,70,155,150,108,82,121,72,218,30,52,29,102,7,57,23,34,6,9,5
360,ItsBeenDone,4,20,7,12,4,3,2,10,0,4,2,7,1,9,0,3,0,0,0
361,IvyLeagueForEveryone,25,30,11,6,1,9,6,35,3,3,2,5,1,2,3,3,1,0,1
362,JapaneseRanguage,1,5,2,3,1,1,1,6,1,1,3,2,0,0,1,2,0,0,0
363,JediMindTrick,1,6,16,15,1,4,2,2,0,1,0,14,0,2,0,1,0,0,0
364,Jerkass,175,519,278,188,235,269,193,532,40,98,34,156,28,120,52,123,15,31,14
365,JerkassToOne,2,5,3,1,3,3,2,3,0,1,0,2,0,1,0,0,0,0,0
366,KatanasAreJustBetter,5,19,61,22,9,28,18,28,2,0,5,15,0,8,1,1,1,1,0
367,KenDollAnatomy,0,6,3,6,4,2,2,4,0,0,0,4,0,5,0,1,0,0,1
368,KillItWithFire,13,54,104,72,166,94,19,72,14,37,20,94,4,42,3,20,2,3,6
369,KillerGorilla,4,11,24,21,7,5,3,11,1,2,1,15,0,8,0,2,1,0,1
370,KnowNothingKnowItAll,10,28,9,10,11,11,5,32,2,4,6,7,0,7,3,4,2,1,0
371,KnowNothingKnowitall,1,10,1,4,1,0,1,8,0,1,0,2,0,3,0,0,0,1,0
372,KnownothingKnowItAll,1,10,1,4,1,0,1,8,0,1,0,2,0,3,0,0,0,1,0
373,LampshadeHanging,102,374,270,211,114,176,126,209,15,67,16,171,14,112,35,96,8,18,16
374,LandmarkingTheHiddenBase,0,4,11,7,0,6,3,1,0,1,0,7,0,1,0,1,0,0,1
375,LastBreathBullet,0,5,22,13,0,14,12,19,3,1,7,5,0,3,0,1,0,7,2
376,LastNameBasis,27,56,40,23,17,29,21,59,7,7,4,22,3,13,5,7,1,2,0
377,LeeroyJenkins,1,17,50,40,7,23,11,29,13,3,17,23,1,14,0,5,1,5,0
378,LesserOfTwoEvils,0,2,5,6,4,1,0,1,0,0,1,4,0,0,0,0,0,0,0
379,LethallyStupid,2,12,4,7,3,2,4,6,0,1,2,2,0,0,0,1,0,0,0
380,LikeBrotherAndSister,15,18,24,24,3,3,2,13,0,0,2,16,2,8,2,9,0,1,0
381,ListSong,13,22,3,3,0,1,1,8,0,0,0,1,0,6,2,4,0,1,1
382,LiteralMinded,8,61,31,26,3,10,12,26,2,6,2,22,1,19,3,23,0,1,4
383,LondonEnglandSyndrome,2,12,11,11,2,1,1,4,1,1,1,10,0,5,3,0,1,1,0
384,LonelyAtTheTop,11,17,13,10,1,8,8,38,8,5,1,10,1,7,3,4,0,0,0
385,LoveDodecahedron,59,49,7,9,4,5,9,68,3,6,1,4,1,8,12,2,2,3,2
386,LyricalDissonance,8,42,15,16,9,13,11,28,4,5,2,7,0,17,12,12,1,2,1
387,MANONFIRE,1,17,36,15,29,27,19,14,3,7,5,13,0,4,0,1,0,2,0
388,MacrossMissileMassacre,0,3,40,28,2,14,4,7,3,1,4,31,0,4,0,4,0,0,0
389,MagicBullets,1,7,4,2,1,3,5,3,0,1,0,1,0,0,0,0,0,1,0
390,ManChild,36,154,35,38,20,26,28,84,7,9,2,21,3,25,16,27,2,4,1
391,ManOnFIre,1,17,36,15,29,27,19,14,3,7,5,13,0,4,0,1,0,2,0
392,ManOnFire,8,48,109,50,91,74,49,63,17,25,22,37,5,25,2,3,4,7,3
393,ManonFire,1,17,36,15,29,27,19,14,3,7,5,13,0,4,0,1,0,2,0
394,MasterActor,1,4,10,13,1,2,2,3,0,3,1,5,0,5,0,0,0,0,0
395,MauveShirt,2,12,64,45,16,32,10,29,6,5,12,31,2,18,2,1,0,3,0
396,McCavity,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,MeaninglessMeaningfulWords,1,13,8,9,2,5,3,4,0,3,0,5,0,5,1,3,0,0,0
398,MediaWatchDog,1,2,2,3,0,2,0,1,0,0,0,1,0,2,1,1,1,0,0
399,MediaWatchdog,1,3,4,3,0,4,1,1,0,0,0,1,0,2,1,1,1,1,0
400,MediumBlending,5,33,22,18,7,8,8,9,0,2,0,10,3,24,4,13,4,0,10
401,MegaNeko,0,2,2,3,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1
402,Meganeko,0,1,2,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1
403,Metaphorgotten,5,35,18,13,2,8,12,5,0,4,1,9,2,4,5,3,3,0,0
404,MexicansLoveSpeedyGonzales,5,24,17,10,5,3,4,13,1,1,4,8,1,6,3,3,0,2,2
405,MiddleEasternTerrorists,0,3,12,6,1,11,6,6,2,1,2,2,0,1,0,0,1,0,0
406,MiniatureEffects,2,6,17,15,1,6,3,7,0,0,0,18,0,2,0,1,0,0,0
407,MissingStepsPlan,0,4,8,6,5,6,3,2,0,2,0,5,0,3,0,1,0,0,0
408,MistakenlyAttackedMole,0,1,5,1,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0
409,MobileSuitHuman,0,5,3,5,0,0,0,0,0,2,0,4,0,1,0,2,0,0,0
410,MobileSuithuman,0,5,3,5,0,0,0,0,0,2,0,4,0,1,0,2,0,0,0
411,MonsterSuit,0,1,2,3,1,0,0,1,1,0,1,0,0,2,0,1,0,0,0
412,MonumentalBattle,1,6,27,20,4,14,6,6,0,6,0,11,0,3,0,1,0,1,0
413,MonumentalDamage,2,18,84,51,14,30,10,18,3,3,2,66,0,13,1,5,2,1,2
414,MookFaceTurn,2,9,24,21,1,6,4,6,1,1,3,13,0,2,1,3,0,0,1
415,Mooks,19,86,213,132,23,95,59,55,6,15,10,88,3,47,8,25,1,13,3
416,MoreDakka,6,52,182,90,29,88,69,63,11,9,25,81,2,17,2,10,0,11,1
417,MotorcycleOnTheCoastRoad,0,3,2,3,1,1,1,3,0,0,0,2,0,1,1,0,0,1,0
418,MyCountryRightOrWrong,4,2,16,10,2,12,3,30,18,1,23,3,0,3,0,1,0,0,0
419,MyCountryTisOfTheeThatISting,0,8,3,3,0,1,1,4,1,1,1,0,0,0,0,1,6,2,0
420,MyGodWhatHaveIDone,79,180,185,140,116,177,89,331,50,47,41,105,13,96,15,75,4,14,13
421,MysteriousMiddleInitial,4,12,4,4,2,3,0,4,0,1,1,2,0,2,4,0,0,1,0
422,NameOrderConfusion,0,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
423,NeverGiveUpSpeech,5,29,25,27,3,5,3,19,9,2,9,10,0,13,3,7,0,3,1
424,NeverHeardThatOneBefore,13,25,23,22,6,10,9,18,1,4,1,8,1,14,3,5,0,1,0
425,NiceJobBreakingItHero,40,164,222,174,148,156,72,164,23,50,21,163,12,96,20,65,10,12,17
426,NinjaProp,1,11,3,2,3,2,1,1,0,1,0,2,0,2,0,1,0,1,0
427,NonStandardCharacterDesign,0,9,10,7,4,3,4,2,0,0,0,7,1,5,1,2,0,0,2
428,NonstandardCharacterDesign,0,3,7,7,2,2,0,3,0,0,0,6,0,3,0,1,0,0,0
429,NotSoDifferent,69,155,205,142,71,170,97,298,65,37,52,102,11,60,18,39,9,21,6
430,NotSoPhonyPsychic,1,3,1,1,3,2,0,1,0,2,0,0,0,1,0,0,0,0,0
431,ObliviouslyEvil,2,14,17,17,10,13,3,16,2,6,2,19,1,10,0,5,0,1,0
432,OffTheShelfFX,3,18,40,33,15,18,3,11,2,4,2,44,1,11,3,9,2,1,3
433,OhCrap,155,562,576,390,263,435,262,524,94,120,87,303,36,201,44,161,19,45,28
434,OneWomanWail,10,7,43,34,16,22,8,38,12,6,9,23,0,17,3,4,0,4,1
435,OverlyNarrowSuperlative,20,59,26,20,13,16,7,24,1,9,2,21,1,11,9,12,1,3,4
436,OverlyStereotypicalDisguise,1,11,3,3,0,2,3,0,0,2,0,2,0,1,1,1,0,0,0
437,PaperThinDisguise,28,114,64,57,17,45,44,47,7,18,6,29,3,23,10,29,5,3,6
438,Parody,3,35,13,11,0,4,9,7,3,3,1,7,2,8,1,5,0,0,0
439,PatrioticFervor,6,18,21,15,4,11,5,41,13,3,20,8,2,1,1,2,5,0,0
440,PatrioticFervour,2,5,7,4,3,3,1,8,3,1,4,2,1,2,0,1,0,0,0
441,PerfectlyCromulentWord,1,13,7,8,2,4,3,7,1,0,0,5,0,3,2,4,1,1,0
442,PhonyDegree,1,3,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
443,PlayedForLaughs,92,410,178,144,75,71,93,150,8,33,11,102,10,90,25,58,7,18,7
444,PokemonSpeak,2,9,8,10,3,0,1,1,0,0,0,9,0,3,1,3,0,0,1
445,PoorMansSubstitute,22,45,41,29,12,29,11,41,7,7,6,23,3,15,4,11,0,7,2
446,PostNineElevenTerrorismMovie,0,3,25,8,1,22,7,15,2,0,1,8,1,0,1,1,1,0,1
447,PowerOfTrust,2,3,6,5,3,5,4,8,0,2,0,5,0,1,2,2,0,0,0
448,PrinceCharming,8,11,2,4,1,1,0,5,0,0,0,1,3,7,1,5,0,1,0
449,ProsceniumReveal,8,18,9,10,3,7,3,21,1,5,5,7,1,5,3,0,1,1,1
450,ProtagonistCenteredMorality,21,49,36,22,10,21,18,39,5,4,3,14,3,13,3,12,0,1,1
451,PstandardPsychicPstance,1,7,10,11,7,1,0,0,0,1,0,9,1,5,0,2,0,0,0
452,PsychopathicManchild,9,39,41,24,48,52,33,48,5,14,7,18,1,22,1,8,0,2,2
453,PunctuatedForEmphasis,20,113,104,85,31,53,44,72,10,16,11,56,4,51,8,29,2,4,4
454,PunnyName,31,170,81,58,32,33,31,57,3,16,6,51,2,35,13,35,2,9,5
455,PuppetShows,1,17,5,9,1,0,3,3,0,1,2,4,2,7,9,17,0,0,3
456,Qipao,8,5,12,5,1,4,3,12,1,1,0,3,0,1,0,1,1,0,0
457,Qurac,1,12,11,10,1,3,3,7,2,2,3,3,0,2,0,2,1,0,0
458,RaceAgainstTheClock,12,45,72,54,23,55,17,37,4,11,6,47,3,18,2,19,1,1,2
459,RealLifeWritesThePlot,21,43,58,54,24,45,24,62,2,7,8,28,1,16,8,9,12,1,2
460,RealMenWearPink,12,40,37,21,9,12,20,25,2,3,3,13,1,5,5,5,2,1,1
461,RealityIsUnrealistic,25,65,92,68,20,56,45,122,43,13,29,41,2,23,11,15,6,11,3
462,RealitySubtext,18,47,48,44,14,27,11,53,2,4,4,33,1,17,9,10,1,1,4
463,RedundantParody,3,14,12,11,2,5,6,5,1,3,0,8,0,5,1,3,0,1,1
464,RefusAlOfTheCall,0,6,24,21,1,5,0,3,4,0,4,18,0,3,0,2,0,0,0
465,RefusalOfTheCall,2,17,55,42,6,16,4,26,10,2,7,34,2,14,1,7,1,2,1
466,RefuseTheCall,0,6,24,21,1,5,0,3,4,0,4,18,0,3,0,2,0,0,0
467,RefusedTheCall,0,6,27,21,1,8,2,4,4,1,4,19,0,4,0,2,0,0,0
468,RefusingTheCall,0,6,24,21,1,5,0,3,4,0,4,18,0,3,0,2,0,0,0
469,RepeatCut,7,11,22,13,13,23,9,36,4,6,8,13,0,6,0,3,2,0,0
470,RousingSpeech,21,99,108,90,14,38,11,98,39,11,44,56,10,39,12,33,4,8,5
471,RushmoreRefacement,0,9,5,4,0,1,1,1,0,0,1,3,0,4,1,4,0,0,2
472,SafeWord,4,7,4,3,1,2,1,3,0,1,0,1,0,1,0,1,0,0,1
473,Safeword,2,5,4,3,1,2,1,2,0,1,0,1,0,1,0,1,0,0,0
474,SceneShiftCaption,2,11,15,13,2,7,6,8,0,2,0,12,3,3,1,3,1,0,1
475,SelfDemonstratingSong,0,1,5,4,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0
476,SelfPlagiarism,15,21,22,17,9,10,8,17,3,4,4,9,0,8,3,2,0,4,0
477,SequelHook,12,102,206,141,112,105,47,56,8,34,7,147,11,78,6,36,4,5,6
478,SharkPool,2,9,15,15,4,11,6,3,0,1,0,5,0,0,0,2,0,0,0
479,ShoutOut,341,1083,693,495,487,547,357,823,57,185,49,478,58,316,102,235,60,46,40
480,ShowDontTell,5,7,21,14,3,12,6,18,0,2,4,16,1,4,1,4,2,2,1
481,ShowWithinAShow,52,157,20,36,41,27,19,104,10,22,11,32,9,33,24,30,1,4,6
482,SinisterShades,6,9,27,12,12,20,20,15,4,5,1,7,0,6,0,2,0,0,0
483,SissyFight,2,13,7,8,1,4,6,7,1,1,0,5,0,1,0,0,0,0,0
484,SlapFight,2,12,7,7,1,4,6,7,1,1,0,4,0,1,0,0,0,0,0
485,Slurpasaur,0,7,8,12,16,0,0,2,1,0,0,24,0,6,0,0,0,0,0
486,SmallNameBigEgo,28,87,34,22,16,28,30,74,7,7,5,15,1,20,11,14,4,4,3
487,SofterAndSlowerCover,10,6,7,6,2,5,1,14,0,2,0,3,4,6,4,4,0,0,0
488,SoundtrackDissonance,43,139,117,74,138,148,105,189,22,55,30,82,4,47,11,17,16,14,4
489,SpectacularSpinning,0,4,15,14,0,1,1,0,0,1,0,13,0,2,0,2,1,0,2
490,SpiderSense,0,5,12,13,1,2,1,3,0,0,0,10,1,3,0,1,0,0,0
491,SpoofedWithTheirOwnWords,0,4,4,3,1,2,1,2,1,0,0,4,0,0,0,0,1,0,0
492,StealthInsult,25,57,33,32,8,16,11,39,6,4,5,19,2,15,6,12,1,3,1
493,StepThreeProfit,0,5,7,5,3,5,3,3,0,1,0,3,0,2,0,2,0,0,0
494,StockFootageFailure,3,4,19,13,6,7,2,4,3,2,3,15,1,3,0,4,1,0,1
495,StockFootagefailure,1,2,17,11,6,7,2,3,2,2,2,13,0,2,0,4,1,0,1
496,StockScream,7,40,79,65,21,33,12,26,2,8,5,34,2,21,1,15,1,5,5
497,StrawCharacter,7,20,15,9,3,12,4,17,3,1,2,7,1,2,1,2,1,0,0
498,StrawConservative,4,14,11,6,4,9,2,6,1,1,0,6,0,1,1,0,1,0,0
499,StrawLiberal,4,14,11,6,3,9,2,6,1,1,0,6,0,1,1,0,1,0,0
500,StrawManPolitical,5,14,11,7,3,9,2,7,1,1,0,6,0,2,1,0,1,0,0
501,StrawPolitical,4,15,11,6,3,9,2,6,1,1,0,6,0,1,1,0,1,0,0
502,StrawmanPolitical,7,29,21,10,4,18,11,25,7,1,3,9,3,3,2,1,1,0,0
503,StronglyWordedLetter,2,5,4,4,0,3,1,6,1,0,2,3,0,0,1,0,0,0,0
504,StuffBlowingUp,6,65,149,80,31,79,40,54,13,11,19,65,5,26,6,16,6,9,1
505,StupidGood,2,4,4,3,3,3,1,6,0,1,0,2,0,3,0,1,0,0,0
506,StylisticSuck,32,133,39,36,37,24,19,64,3,23,3,39,2,25,17,17,6,4,2
507,Subverted,38,74,105,82,32,91,41,119,26,23,19,48,6,39,6,17,3,13,6
508,SuddenlyShouting,20,84,72,64,18,45,37,65,9,23,14,34,1,34,13,26,0,4,6
509,SuicidePill,3,5,24,14,1,20,6,11,2,2,4,7,1,2,0,1,1,0,1
510,SurprisinglySuddenDeath,2,7,27,14,23,24,16,22,2,8,4,20,0,5,0,1,0,3,1
511,SurroundedByIdiots,9,54,34,29,5,14,18,28,5,3,3,19,1,13,5,14,2,6,2
512,SuspensionOfDisbelief,0,2,3,1,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0
513,TakeThat,83,311,166,128,85,106,71,187,27,37,17,108,8,72,34,45,13,14,11
514,TelevisionGeography,8,21,25,12,3,22,15,18,1,5,1,7,1,1,4,6,0,0,0
515,TenMinuteRetirement,5,25,36,25,3,12,11,21,1,2,2,10,2,9,3,7,4,3,1
516,TerrifyingPetStoreRat,1,8,12,12,20,10,0,3,0,4,0,8,0,5,0,2,0,0,0
517,ThatMakesMeFeelAngry,7,23,13,10,5,7,3,16,4,3,4,12,1,8,1,2,0,1,0
518,TheApprentice,2,3,9,7,2,0,2,4,0,1,0,6,0,2,0,2,1,0,0
519,TheBigGuy,11,67,100,74,19,34,21,61,12,9,18,39,4,33,7,17,1,9,5
520,TheBroCode,4,5,1,1,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0
521,TheChick,11,47,53,40,9,18,15,35,3,4,7,22,6,18,7,14,1,7,3
522,TheComicallySerious,13,65,30,19,5,6,19,29,3,0,2,20,4,14,7,18,1,0,2
523,TheDiseaseThatShallNotBeNamed,13,9,2,1,0,3,4,30,1,1,0,0,1,3,2,1,0,2,0
524,TheDragon,37,184,430,228,90,246,170,189,28,37,21,130,17,98,10,58,5,23,5
525,TheEiffelTowerEffect,5,15,31,30,2,16,6,15,1,4,0,14,0,10,2,4,0,0,1
526,TheEmpath,0,1,12,11,1,3,1,4,1,1,0,10,0,3,0,0,1,0,0
527,TheEndingChangesEverything,4,11,19,11,40,53,19,43,0,34,0,18,2,5,2,2,2,0,4
528,TheHero,16,57,122,76,30,48,34,62,7,15,13,40,8,37,5,16,1,10,5
529,TheHorseShoeEffect,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,TheHorseshoeEffect,0,3,5,4,0,0,1,1,0,0,0,3,0,1,0,1,0,0,0
531,TheLancer,16,74,106,79,15,39,31,65,13,9,17,31,5,36,8,16,0,14,5
532,TheLivingDead,0,2,5,4,5,2,0,3,0,1,0,1,0,3,0,1,0,0,0
533,TheLostLenore,36,28,45,34,22,42,18,91,7,23,5,19,1,24,2,10,3,6,3
534,ThePoorMansSubstitute,21,44,41,29,12,28,11,40,7,6,6,23,3,15,3,10,0,7,2
535,ThePowerOfActing,0,4,1,3,0,1,2,1,0,1,1,1,0,0,0,0,0,0,0
536,TheSmartGuy,10,62,67,52,18,31,24,53,8,13,10,34,6,24,6,13,4,6,4
537,TheStinger,31,162,127,107,85,66,31,70,3,33,3,93,7,56,18,41,2,6,8
538,TheUnintelligible,2,45,23,23,24,13,9,13,2,2,0,18,4,16,5,14,0,3,5
539,ThemeMusicPowerUp,4,20,88,66,4,29,13,15,2,9,3,41,0,19,1,3,1,5,2
540,ThereAreTwoKindsOfPeopleInTheWorld,7,16,14,6,3,5,10,25,1,1,5,6,1,1,3,1,0,3,1
541,ThereIsNoKillLikeOverkill,9,46,140,58,44,90,79,69,8,21,9,50,1,12,5,4,2,11,1
542,ThisIsReality,11,34,30,21,13,21,17,23,2,10,2,15,0,16,3,7,1,1,3
543,ThisLooksLikeAJobForAquaMan,2,6,9,8,1,4,0,1,0,2,0,6,0,2,0,1,0,0,0
544,ThisLooksLikeAJobForAquaman,3,9,12,9,1,6,0,2,0,3,0,6,0,3,0,2,0,0,0
545,ThisLooksLikeAJobforAquaman,2,6,9,8,1,4,0,1,0,2,0,6,0,2,0,1,0,0,0
546,ThisLooksLikeaJobforAquaman,2,6,9,8,1,4,0,1,0,2,0,6,0,2,0,1,0,0,0
547,ThisLooksLikeajobforAquaman,2,6,9,8,1,4,0,1,0,2,0,6,0,2,0,1,0,0,0
548,ThreateningShark,3,13,21,20,20,19,4,10,1,3,1,14,4,4,3,5,1,0,1
549,Threateningshark,2,6,17,14,15,13,1,5,0,0,0,10,2,4,1,2,0,0,1
550,TimeBomb,0,14,34,20,3,27,7,5,0,4,2,14,0,2,1,3,0,0,0
551,TimeCompressionMontage,7,20,10,5,3,6,5,19,4,2,3,3,1,3,4,5,1,1,0
552,TitleIn,3,15,18,17,15,12,7,9,0,5,0,15,3,3,2,3,1,0,1
553,TragicBigot,2,3,8,4,0,2,3,6,1,0,1,3,1,2,0,0,0,3,1
554,TrainingMontage,21,71,81,38,7,27,21,81,9,1,5,24,3,18,9,17,8,4,4
